"ID","imdbID","Title","Year","Rating","Runtime","Genre","Released","Director","Writer","Cast","Metacritic","imdbRating","imdbVotes","Language","Country","Awards","lastUpdated","Oscars"
373889,"tt0373889","Harry Potter and the Order of the Phoenix",2007,"PG-13",138,"Adventure, Family, Fantasy","2007-07-11","David Yates","Michael Goldenberg (screenplay), J.K. Rowling (novel)","Daniel Radcliffe, Harry Melling, Jason Boyd, Richard Macklin",71,7.4,261515,"English","UK, USA","Nominated for 2 BAFTA Film Awards. Another 13 wins & 32 nominations.","2014-04-02 00:00:33.133000000",0
373908,"tt0373908","The Honeymooners",2005,"PG-13",90,"Comedy, Drama, Family","2005-06-10","John Schultz","Danny Jacobson, David Sheffield, Barry W. Blaustein, Don Rhymer","Cedric the Entertainer, Mike Epps, Gabrielle Union, Regina Hall",31,3,6049,"English","USA, Germany","2 nominations.","2014-03-07 00:02:28.570000000",0
373926,"tt0373926","The Interpreter",2005,"PG-13",128,"Mystery, Thriller","2005-04-22","Sydney Pollack","Martin Stellman (story), Brian Ward (story), Charles Randolph (screenplay), Scott Frank (screenplay), Steven Zaillian (screenplay)","Nicole Kidman, Sean Penn, Catherine Keener, Jesper Christensen",62,6.4,76077,"Aboriginal, English, French, Portuguese","UK, USA, France, Germany","4 wins & 1 nomination.","2014-03-25 01:55:12.347000000",0
373981,"tt0373981","Kontroll",2003,"R",105,"Comedy, Crime, Drama","2003-11-20","Nimród Antal","Jim Adler, Nimród Antal","Sándor Csányi, Zoltán Mucsi, Csaba Pindroch, Sándor Badár",72,7.7,16272,"Hungarian","Hungary","18 wins & 3 nominations.","2014-03-26 00:05:50.197000000",0
374036,"tt0374036","Campfire",2004,NA,96,"Drama","2005-09-09","Joseph Cedar","Joseph Cedar","Michaela Eshet, Hani Furstenberg, Moshe Ivgy, Maya Maron",51,7,515,"Hebrew, English","Israel","8 wins & 10 nominations.","2014-02-25 00:21:39.913000000",0
374089,"tt0374089","Nomad: The Warrior",2005,"R",112,"Drama, History, War","2005-07-17","Sergey Bodrov, Ivan Passer","Rustam Ibragimbekov","Kuno Becker, Jay Hernandez, Jason Scott Lee, Doskhan Zholzhaksynov",49,6,2944,"Kazakh, English","France, Kazakhstan","Nominated for 1 Golden Globe. Another 1 nomination.","2014-03-08 01:21:40.810000000",0
374102,"tt0374102","Open Water",2003,"R",79,"Biography, Drama, Thriller","2004-08-20","Chris Kentis","Chris Kentis","Blanchard Ryan, Daniel Travis, Saul Stein, Michael E. Williamson",63,5.7,36107,"English","USA","2 wins & 5 nominations.","2014-03-18 00:07:28.180000000",0
374262,"tt0374262","Tamala 2010: A Punk Cat in Space",2002,NA,92,"Animation, Drama, Fantasy","2002-10-19","Tol","Tol","Béatrice Dalle, Takeshi Katô, Hisayo Mochizuki, Shinji Takeda",56,6.6,351,"Japanese","Japan","2 wins.","2014-03-30 02:15:31.907000000",0
374277,"tt0374277","Touch of Pink",2004,"R",91,"Drama, Comedy, Romance","2004-07-16","Ian Iqbal Rashid","Ian Iqbal Rashid","Jimi Mistry, Kyle MacLachlan, Suleka Mathew, Kris Holden-Ried",46,6.6,3125,"English","Canada, UK","4 nominations.","2014-03-15 00:17:05.577000000",0
374330,"tt0374330","Warriors of Heaven and Earth",2003,"R",120,"Action, Adventure, Drama","2003-09-23","Ping He","Ping He, Rui Zhang","Wen Jiang, Kiichi Nakai, Xueqi Wang, Wei Zhao",54,6.4,3474,"Mandarin, Japanese","China, Hong Kong","7 wins & 9 nominations.","2014-03-22 01:07:00.707000000",0
374345,"tt0374345","The Memory of a Killer",2003,"R",123,"Action, Crime, Drama","2005-09-26","Erik Van Looy","Jef Geeraerts (novel), Carl Joos (screenplay), Erik Van Looy","Laurien Van den Broeck, Dirk Roofthooft, Koen De Bouw, Werner De Smedt",73,7.4,7024,"Dutch, French","Belgium, Netherlands","7 wins & 3 nominations.","2014-03-19 00:54:07.730000000",0
374536,"tt0374536","Bewitched",2005,"PG-13",102,"Comedy, Fantasy, Romance","2005-06-24","Nora Ephron","Nora Ephron, Delia Ephron, Sol Saks (television series)","Nicole Kidman, Will Ferrell, Shirley MacLaine, Michael Caine",34,4.8,50520,"English, Spanish","USA","1 win & 6 nominations.","2014-03-13 00:03:40.937000000",0
374546,"tt0374546","Spring, Summer, Fall, Winter... and Spring",2003,"R",103,"Drama","2003-09-19","Ki-duk Kim","Ki-duk Kim","Yeong-su Oh, Ki-duk Kim, Young-min Kim, Jae-kyeong Seo",85,8.1,46098,"Korean","South Korea, Germany","12 wins & 7 nominations.","2014-03-29 02:02:02.467000000",0
374563,"tt0374563","Captivity",2007,"R",96,"Crime, Horror, Thriller","2007-07-13","Roland Joffé","Larry Cohen (screenplay), Joseph Tura (screenplay), Larry Cohen (story)","Elisha Cuthbert, Daniel Gillies, Pruitt Taylor Vince, Michael Harney",24,4.6,18729,"English","USA, Russia","4 nominations.","2014-03-26 00:03:53.023000000",0
374569,"tt0374569","Che: Part Two",2008,"Not Rated",135,"Biography, Drama, History","2009-01-24","Steven Soderbergh","Peter Buchman (screenplay), Benjamin A. van der Veen (screenplay), Ernesto 'Che' Guevara (Bolivian Diary)","Demian Bichir, Rodrigo Santoro, Benicio Del Toro, Catalina Sandino Moreno",64,6.9,23067,"Spanish, English","Spain, France, USA","1 win & 4 nominations.","2014-04-04 19:25:22.050000000",0
374583,"tt0374583","Look at Me",2004,"PG-13",110,"Comedy, Drama, Music","2004-09-22","Agnès Jaoui","Agnès Jaoui (scenario), Jean-Pierre Bacri (scenario)","Marilou Berry, Agnès Jaoui, Jean-Pierre Bacri, Laurent Grévill",79,7,4435,"French, Italian","France, Italy","9 wins & 7 nominations.","2014-03-24 00:01:44.003000000",0
374639,"tt0374639","Incident at Loch Ness",2004,"PG-13",94,"Adventure, Comedy, Horror","2004-09-17","Zak Penn","Zak Penn","Werner Herzog, Kitana Baker, Gabriel Beristain, Russell Williams II",62,6.7,2826,"English","UK","1 win.","2014-03-09 00:07:51.527000000",0
374900,"tt0374900","Napoleon Dynamite",2004,"PG",82,"Comedy","2004-08-27","Jared Hess","Jared Hess, Jerusha Hess","Jon Heder, Jon Gries, Aaron Ruell, Efren Ramirez",64,6.9,130519,"English","USA","10 wins & 18 nominations.","2014-04-01 00:05:14.423000000",0
374923,"tt0374923","Preaching to the Choir",2005,"PG-13",103,"Comedy, Drama, Musical","2005-10-12","Charles Randolph-Wright","Monica Lengyel Karlson (story), Kevin Heffernan (screenplay), Peter E. Lengyel (screenplay)","Adewale Akinnuoye-Agbaje, Tichina Arnold, Rosa Arredondo, Denise Burse",49,5.3,165,NA,"USA","2 wins & 1 nomination.","2014-01-14 00:00:00",0
375063,"tt0375063","Sideways",2004,"R",126,"Comedy, Drama, Romance","2005-01-21","Alexander Payne","Rex Pickett (novel), Alexander Payne (screenplay), Jim Taylor (screenplay)","Paul Giamatti, Thomas Haden Church, Virginia Madsen, Sandra Oh",94,7.6,125477,"English, Armenian","USA","Won 1 Oscar. Another 108 wins & 39 nominations.","2014-03-29 00:46:02.520000000",1
375104,"tt0375104","Bobby Jones: Stroke of Genius",2004,"PG",120,"Biography, Drama, Romance","2004-04-30","Rowdy Herrington","Rowdy Herrington (story), Kim Dawson (story), Rowdy Herrington (screenplay), Bill Pryor (screenplay), Tony De Paul (screenplay)","Jim Caviezel, Claire Forlani, Jeremy Northam, Malcolm McDowell",45,6.6,2864,"English","USA","1 nomination.","2014-03-21 00:11:24.143000000",0
375154,"tt0375154","Tristan + Isolde",2006,"PG-13",125,"Drama, Romance","2006-01-13","Kevin Reynolds","Dean Georgaris","James Franco, Sophia Myles, Rufus Sewell, David O'Hara",49,6.9,39703,"English","USA, UK, Germany, Czech Republic",NA,"2014-04-04 20:08:25.130000000",0
375173,"tt0375173","Alfie",2004,"R",103,"Comedy, Drama, Romance","2004-11-05","Charles Shyer","Bill Naughton (play), Bill Naughton (earlier screenplay), Elaine Pope (screenplay), Charles Shyer (screenplay)","Jude Law, Renée Taylor, Jane Krakowski, Jeff Harding",49,6.2,36291,"English","UK, USA","Won 1 Golden Globe. Another 3 wins & 7 nominations.","2014-03-06 00:10:30.493000000",0
375210,"tt0375210","White Noise",2005,"PG-13",101,"Drama, Horror, Mystery","2005-01-07","Geoffrey Sax","Niall Johnson","Michael Keaton, Chandra West, Deborah Kara Unger, Ian McNeice",30,5.5,36480,"English","UK, Canada, USA","1 win & 2 nominations.","2014-03-19 00:00:12.637000000",0
375233,"tt0375233","Innocence",2004,"R",122,"Drama, Mystery","2005-01-12","Lucile Hadzihalilovic","Lucile Hadzihalilovic, Frank Wedekind (novel)","Zoé Auclair, Lea Bridarolli, Bérangère Haubruge, Marion Cotillard",78,7,3874,"French","Belgium, France, UK, Japan","8 wins.","2014-03-09 00:10:09.463000000",0
375568,"tt0375568","Astro Boy",2009,"PG",94,"Animation, Action, Family","2009-10-23","David Bowers","Osamu Tezuka (manga), David Bowers (story), Timothy Harris, David Bowers","Charlize Theron, Freddie Highmore, Ryan Stiles, Eugene Levy",53,6.4,20098,"English","Hong Kong, USA, Japan","4 nominations.","2014-03-25 00:03:04.173000000",0
375679,"tt0375679","Crash",2004,"R",112,"Drama","2005-05-06","Paul Haggis","Paul Haggis (story), Paul Haggis (screenplay), Robert Moresco (screenplay)","Karina Arroyave, Dato Bakhtadze, Sandra Bullock, Don Cheadle",69,7.9,305575,"English, Persian, Spanish, Mandarin, Korean","USA, Germany","Won 3 Oscars. Another 52 wins & 74 nominations.","2014-03-27 00:03:04.063000000",3
375735,"tt0375735","Enduring Love",2004,"R",100,"Drama, Mystery, Romance","2004-11-26","Roger Michell","Ian McEwan (novel), Joe Penhall (screenplay)","Daniel Craig, Samantha Morton, Bill Weston, Jeremy McCurdie",61,6.4,7801,"English","UK","4 wins & 12 nominations.","2014-03-23 01:44:24.437000000",0
375785,"tt0375785","Gray Matters",2006,"PG-13",96,"Comedy, Romance","2007-07-13","Sue Kramer","Sue Kramer","Heather Graham, Bridget Moynahan, Tom Cavanagh, Molly Shannon",31,5.8,5326,"English","USA",NA,"2014-03-04 00:13:02.220000000",0
375911,"tt0375911","Guys and Balls",2004,"R",106,"Comedy, Drama, Romance","2004-10-07","Sherry Hormann","Benedikt Gollhardt","Eileen Eilender, Leon Breitenborn, Dietmar Bär, Saskia Vester",60,6.8,1362,"German","Germany","3 wins & 3 nominations.","2014-03-18 00:19:15.917000000",0
375912,"tt0375912","Layer Cake",2004,"R",105,"Crime, Drama, Thriller","2004-10-01","Matthew Vaughn","J.J. Connolly (screenplay), J.J. Connolly (novel)","Daniel Craig, Tom Hardy, Jamie Foreman, Sally Hawkins",73,7.4,106984,"English, Romanian","UK","2 wins & 8 nominations.","2014-03-30 00:37:12.933000000",0
375920,"tt0375920","The Libertine",2004,"R",114,"Drama","2006-03-10","Laurence Dunmore","Stephen Jeffreys (screenplay), Stephen Jeffreys (play)","Johnny Depp, Paul Ritter, John Malkovich, Stanley Townsend",44,6.4,27798,"English","UK, Australia","1 win & 8 nominations.","2014-03-17 00:07:53.970000000",0
376007,"tt0376007","Nina's Tragedies",2003,NA,110,"Comedy, Drama",NA,"Savi Gavison","Savi Gavison (screenplay)","Ayelet Zurer, Yoram Hattab, Alon Aboutboul, Aviv Elkabeth",61,7,606,"Hebrew","Israel","11 wins & 2 nominations.","2014-03-08 01:34:26.683000000",0
376105,"tt0376105","Racing Stripes",2005,"PG",102,"Adventure, Comedy, Drama","2005-01-14","Frederik Du Chau","David Schmidt (story), Steven P. Wegner (story), Kirk De Micco (story), Frederik Du Chau (story), David Schmidt (screenplay)","Bruce Greenwood, Hayden Panettiere, Caspar Poyck, Gary Bullock",43,5.2,9708,"English","USA","1 nomination.","2014-03-13 00:00:09.267000000",0
376108,"tt0376108","Rebound",2005,"PG",103,"Comedy, Family, Sport","2005-07-01","Steve Carr","William Wolff (story), Ed Decter (story), John J. Strauss (story), Jon Lucas (screenplay), Scott Moore (screenplay)","Martin Lawrence, Wendy Raquel Robinson, Breckin Meyer, Horatio Sanz",36,5,8644,"English","USA","2 nominations.","2014-03-15 00:24:15.437000000",0
376136,"tt0376136","The Rum Diary",2011,"R",120,"Comedy, Drama","2011-10-28","Bruce Robinson","Bruce Robinson (screenplay), Hunter S. Thompson (novel)","Johnny Depp, Aaron Eckhart, Michael Rispoli, Amber Heard",56,6.2,69956,"English, Spanish, German","USA","1 win & 4 nominations.","2014-03-17 00:02:18.220000000",0
376177,"tt0376177","Only Human",2004,"R",85,"Comedy, Romance","2004-07-09","Dominic Harari, Teresa Pelegri","Dominic Harari, Teresa Pelegri","Guillermo Toledo, Marian Aguilera, María Botto, Fernando Ramallo",70,6.9,1350,"Spanish, Hebrew, Arabic, English","Spain, Argentina, Portugal, UK","4 wins & 1 nomination.","2014-03-18 01:10:04.290000000",0
376196,"tt0376196","Slow Burn",2005,"R",93,"Drama, Mystery, Thriller","2007-04-13","Wayne Beach","Wayne Beach (screenplay), Wayne Beach (story), Anthony Walton (story)","Ray Liotta, LL Cool J, Mekhi Phifer, Jolene Blalock",34,5.9,3053,"English","USA",NA,"2014-03-03 00:13:55.473000000",0
376541,"tt0376541","Closer",2004,"R",104,"Drama, Romance","2004-12-03","Mike Nichols","Patrick Marber (play), Patrick Marber (screenplay)","Julia Roberts, Jude Law, Natalie Portman, Clive Owen",65,7.3,141713,"English","USA, UK","Nominated for 2 Oscars. Another 15 wins & 24 nominations.","2014-03-06 00:28:44.483000000",0
376543,"tt0376543","Color Me Kubrick",2005,"Not Rated",86,"Comedy, Drama","2006-01-04","Brian W. Cook","Anthony Frewin","Tom Allen, Scott Baker, Nick Barber, Angus Barnett",57,6.2,4996,"English","UK, France","1 nomination.","2014-03-06 01:12:23.037000000",0
376588,"tt0376588","Eat This New York",2004,"Unrated",80,"Documentary","2004-01-30","Kate Novack, Andrew Rossi","Kate Novack","Daniel Boulud, Rocco DiSpirito, Sirio Maccioni, John McCormick",60,7,84,"English","USA",NA,"2014-03-07 00:21:09.397000000",0
376649,"tt0376649","The Hillside Strangler",2004,"R",97,"Crime, Horror, Thriller","2004-11-12","Chuck Parello","Stephen Johnston, Chuck Parello","C. Thomas Howell, Nicholas Turturro, Allison Lange, Marisol Padilla Sánchez",19,5.3,1316,"English","USA","1 nomination.","2014-03-22 01:09:04.880000000",0
376827,"tt0376827","Pizza",2005,NA,80,"Comedy","2005-05-27","Mark Christopher","Mark Christopher","Ethan Embry, Kylie Sparks, Julie Hagerty, Martin Campetta",42,5.8,919,"English","USA","1 win.","2014-03-15 00:02:02.890000000",0
376994,"tt0376994","X-Men: The Last Stand",2006,"PG-13",104,"Action, Adventure, Sci-Fi","2006-05-26","Brett Ratner","Simon Kinberg, Zak Penn","Hugh Jackman, Halle Berry, Ian McKellen, Patrick Stewart",58,6.8,265008,"English","Canada, USA, UK","5 wins & 29 nominations.","2014-04-04 15:29:40.197000000",0
377029,"tt0377029","24 Hours on Craigslist",2005,NA,82,"Documentary","2005-10-07","Michael Ferris Gibson",NA,"Rachel Berney, Mike Curtis, Holly Dalton, Darleen Hollis",47,5.7,173,"English","USA",NA,"2014-03-05 00:54:36.357000000",0
377031,"tt0377031","The Agronomist",2003,"PG-13",90,"Documentary, Biography, History","2004-03-31","Jonathan Demme",NA,"Jean Dominique, Aboudja, Ronald Reagan",82,7.5,748,"English","USA","3 wins & 2 nominations.","2014-03-01 03:43:47.730000000",0
377038,"tt0377038","The Best Two Years",2003,"PG",112,"Comedy, Drama","2003-10-10","Scott S. Anderson","Scott S. Anderson","K.C. Clyde, Kirby Heyborne, Cameron Hopkin, David Nibley",NA,7.6,762,"English","USA",NA,"2014-03-23 00:15:36.320000000",0
377059,"tt0377059","Eros",2004,"R",104,"Drama, Romance","2004-12-03","Michelangelo Antonioni, Steven Soderbergh, Kar Wai Wong","Kar Wai Wong, Steven Soderbergh, Michelangelo Antonioni (book), Tonino Guerra (screenplay)","Li Gong, Chen Chang, Feng Tien, Luk Auntie",51,5.9,4310,"English, Mandarin, Italian","Hong Kong, USA, Italy, France, Luxembourg, UK","1 win.","2014-01-07 00:00:00",0
377062,"tt0377062","Flight of the Phoenix",2004,"PG-13",113,"Action, Adventure, Drama","2004-12-17","John Moore","Lukas Heller, Scott Frank (screenplay), Edward Burns (screenplay)","Dennis Quaid, Tyrese Gibson, Giovanni Ribisi, Miranda Otto",47,6.1,40146,"English","USA","2 nominations.","2014-03-25 00:08:31",0
377084,"tt0377084","Ladies in Lavender.",2004,"PG-13",104,"Drama, Music, Mystery","2004-11-12","Charles Dance","William J. Locke (short story), Charles Dance","Judi Dench, Maggie Smith, Daniel Brühl, Freddie Jones",61,7.1,6869,"English, German, Polish, French","UK","2 nominations.","2014-03-06 00:29:06.517000000",0
377088,"tt0377088","Mail Order Wife",2004,"R",92,"Comedy","2005-02-01","Huck Botko, Andrew Gurland","Huck Botko, Andrew Gurland","Adrian Martinez, Roland Uruci, Andrew Gurland, Eugenia Yuan",61,6.2,1107,"English, Mandarin, Cantonese","USA","1 win.","2014-03-25 01:25:21.580000000",0
377091,"tt0377091","Mean Creek",2004,"R",90,"Crime, Drama","2004-09-29","Jacob Aaron Estes","Jacob Aaron Estes","Rory Culkin, Ryan Kelley, Scott Mechlowicz, Trevor Morgan",74,7.3,22258,"English","USA","4 wins & 4 nominations.","2014-03-06 00:24:29.527000000",0
377092,"tt0377092","Mean Girls",2004,"PG-13",97,"Comedy","2004-04-30","Mark Waters","Rosalind Wiseman (book), Tina Fey (screenplay)","Lindsay Lohan, Rachel McAdams, Tina Fey, Tim Meadows",66,6.9,166803,"English, German, Vietnamese, Swahili","USA, Canada","7 wins & 16 nominations.","2014-04-04 15:28:04.477000000",0
377107,"tt0377107","Proof",2005,"PG-13",100,"Drama, Mystery","2005-09-30","John Madden","David Auburn (play), David Auburn (screenplay), Rebecca Miller (screenplay)","Gwyneth Paltrow, Anthony Hopkins, Jake Gyllenhaal, Danny McCarthy",64,6.8,30457,"English","USA","Nominated for 1 Golden Globe. Another 3 wins & 2 nominations.","2014-03-15 00:28:35.513000000",0
377109,"tt0377109","The Ring Two",2005,"PG-13",110,"Horror, Mystery, Thriller","2005-03-18","Hideo Nakata","Ehren Kruger, Kôji Suzuki (novel), Hiroshi Takahashi","Naomi Watts, Simon Baker, David Dorfman, Elizabeth Perkins",44,5.3,55683,"English","USA","2 wins & 6 nominations.","2014-03-30 01:58:09.360000000",0
377471,"tt0377471","Be Cool",2005,"PG-13",118,"Comedy, Crime","2005-03-04","F. Gary Gray","Elmore Leonard (novel), Peter Steinfeld (screenplay)","John Travolta, Uma Thurman, Vince Vaughn, Cedric the Entertainer",37,5.6,52819,"English, Russian","USA","1 win & 10 nominations.","2014-04-03 07:01:00.883000000",0
377556,"tt0377556","Good Bye, Dragon Inn",2003,NA,82,"Drama, Comedy","2003-12-12","Ming-liang Tsai","Sung Hsi (additional narrative), Ming-liang Tsai","Kang-sheng Lee, Shiang-chyi Chen, Kiyonobu Mitamura, Tien Miao",82,7.1,2220,"Mandarin, Min Nan","Taiwan","10 wins & 9 nominations.","2014-03-27 01:31:17.897000000",0
377569,"tt0377569","Good Morning, Night",2003,NA,106,"Drama","2003-09-05","Marco Bellocchio","Anna Laura Braghetti (book), Paola Tavella (book), Marco Bellocchio (screenplay), Daniela Ceselli (screenplay)","Maya Sansa, Luigi Lo Cascio, Roberto Herlitzka, Paolo Briguglia",69,7.2,2318,"Italian","Italy","9 wins & 18 nominations.","2014-03-31 03:15:03.933000000",0
377701,"tt0377701","Cowboys & Angels",2003,NA,89,"Comedy, Drama","2004-07-23","David Gleeson","David Gleeson","Michael Legge, Allen Leech, Amy Shiels, David Murray",51,7,1926,"English","Ireland, Germany, UK","5 wins & 3 nominations.","2014-03-05 01:46:16.443000000",0
377744,"tt0377744","A Day Without a Mexican",2004,"R",100,"Comedy, Drama, Fantasy","2004-08-06","Sergio Arau","Sergio Arau, Yareli Arizmendi, Sergio Guerrero","Caroline Aaron, Tony Abatemarco, Melinda Allen, Frankie J. Allison",30,4.7,2608,"English, Spanish","USA, Mexico, Spain","3 wins & 2 nominations.","2014-03-23 02:03:42.313000000",0
377752,"tt0377752","Dear Frankie",2004,"PG-13",105,"Drama, Romance","2005-01-14","Shona Auerbach","Andrea Gibb (screenplay)","Emily Mortimer, Jack McElhone, Mary Riggans, Sharon Small",63,7.9,16411,"English, British Sign Language","UK","8 wins & 5 nominations.","2014-03-17 01:02:04.570000000",0
